realization_id,age_ka_bp__S1_01,age_ka_bp__S1_02,age_ka_bp__S1_03,age_ka_bp__S1_04,age_ka_bp__S1_05,age_ka_bp__S1_06,age_ka_bp__S1_07,age_ka_bp__S1_08,age_ka_bp__S1_09,age_ka_bp__S1_10,age_ka_bp__S1_11,age_ka_bp__S1_12,age_ka_bp__S1_13,age_ka_bp__S1_14,age_ka_bp__S1_15,age_ka_bp__S1_16,age_ka_bp__S1_17,age_ka_bp__S1_18,age_ka_bp__S1_19,age_ka_bp__S1_20,age_ka_bp__S1_21,age_ka_bp__S1_22,age_ka_bp__S1_23,age_ka_bp__S1_24,age_ka_bp__S1_25,age_ka_bp__S1_26,age_ka_bp__S1_27,age_ka_bp__S1_28,age_ka_bp__S1_29,age_ka_bp__S1_30,age_ka_bp__S1_31,age_ka_bp__S1_32,age_ka_bp__S1_33,age_ka_bp__S1_34,age_ka_bp__S1_35,age_ka_bp__S1_36,age_ka_bp__S1_37,age_ka_bp__S1_38,age_ka_bp__S1_39,age_ka_bp__S1_40,age_ka_bp__S1_41,age_ka_bp__S1_42,age_ka_bp__S1_43,age_ka_bp__S1_44,age_ka_bp__S1_45,age_ka_bp__S1_46,age_ka_bp__S1_47,age_ka_bp__S1_48,age_ka_bp__S1_49,age_ka_bp__S1_50,age_ka_bp__S1_51,age_ka_bp__S1_52,age_ka_bp__S1_53,age_ka_bp__S1_54,age_ka_bp__S1_55,age_ka_bp__S1_56,age_ka_bp__S1_57,age_ka_bp__S1_58,age_ka_bp__S1_59,age_ka_bp__S1_60,age_ka_bp__AUX_400
Barker_MC_00011,11.271313705355722,12.984587387487171,14.457616519002606,16.935901809784319,23.501480371297717,27.867264001488362,29.520987118025676,33.242794391710326,33.458403644472746,35.585362838933605,37.758980723581836,39.847868242938922,42.038341259532487,43.932961154574777,47.824577572890924,55.700043305449164,59.032819810126512,71.882644376505752,73.180961907232955,76.185363762374081,82.592117354684348,86.904953000941944,91.261384450623126,99.555411692926285,106.74410170995111,108.55468687281737,111.89925190998507,130.55493063422685,135.99007331294592,139.88982734171017,161.17992362163832,163.08499076384015,164.43707883841418,169.82735759015716,173.01839213067277,176.15646345446055,176.7217548800009,178.14415582389398,188.1691871543897,193.52488095642508,199.17121092918407,201.72341633471996,218.41486693974332,226.62666403459755,229.0272062561929,243.03283428838921,247.74160000525288,247.85168618581847,252.18870144812146,261.00216752933738,262.97076709712479,317.05004521794143,336.54791408980356,341.95864807858175,350.4843988317856,351.29973016890528,367.42282957824278,369.50719960337551,373.971200275071,377.43405424494205,399.34270074446471
Barker_MC_00012,11.329836923712346,12.605530753304523,14.647614458073241,16.709844283252032,23.993210174138728,27.897218948101994,29.861745142937568,32.85820208459026,33.259835673718655,35.695403537521962,37.905401099338555,39.489840342178979,41.017018659649899,44.345763147749793,47.553356818082527,55.556011983165064,59.77437504979784,71.149867015135356,73.226918673356991,77.28688364751477,82.434145057525186,87.257458516337806,90.865471983782015,99.459502697423062,105.3817271510419,109.08726713666381,111.41919000358914,130.38782763374383,137.17727924323211,139.78602582513912,161.22718599628348,162.90889872594491,166.54178698206948,170.6287311014689,172.6826948706551,176.32504369537062,178.72265165150358,180.12968230254216,191.99454146139936,193.92307151715573,196.97659558084868,202.90487800526066,218.43175349192259,227.80278774979732,228.72090010665508,242.97909350933915,247.78270253647338,249.35004982644168,252.13356099349167,257.91601684408852,264.52330355622087,318.19109809020307,335.18702692814475,342.4910375453598,349.66006080897415,352.04645467457078,366.36418558904109,369.94308486630524,373.09479441034227,378.27474402151199,400.00948380549124
Barker_MC_00013,11.461037922754974,12.988933713523071,14.425482462264156,17.343129525244045,23.677042331767151,27.647929326531283,30.263657796380766,32.821972367614613,33.532592919146069,35.16128456209519,36.973559768835003,39.992052288132648,42.071986116367079,44.286352865879117,47.875856722426064,55.500412853222834,59.680348747168381,72.033641755781431,72.82859170351874,76.835463977674891,84.66257113689602,87.584971539150231,91.261129208783998,98.90042878347235,105.49308720701582,110.38471760745048,112.29291653867924,128.80674230738933,136.43403623507265,140.15005881260575,161.93155159989013,162.71626770940691,165.83621388516886,169.13338325273128,174.82720121130191,175.10737227918457,176.97213071506479,179.36330049372245,188.28357080846868,192.61551458150038,199.87401589346152,202.77562400239302,218.66325704890701,227.16925010794552,227.8416883711937,241.78976593259799,246.99111800321239,249.81802017770985,251.49035958563869,259.14207632511534,264.06653846718763,317.68140573101431,334.16284308295889,341.33262979797018,349.69909051277739,351.14370581743947,366.5253743384701,369.57034629431882,372.15912983374653,377.27078600432048,399.53406526967422
Barker_MC_00014,11.477018358395325,12.796174095825156,14.46807925351998,17.10765987065534,24.073009133606892,27.837506872096327,29.664085728142165,32.640312933433734,33.378506744115619,34.868586842350432,37.081821234733887,38.888836311690667,41.030145662596006,43.081419102306533,47.471346527424579,55.569869535618153,59.373103464980844,71.882470019697593,72.537432683673771,77.503966665568768,82.377169132358716,86.795075132071332,90.202627142411444,99.932139181474923,106.02765139021045,110.86976228874803,111.28125135531289,129.1672264903595,135.42414171245838,138.15999322224357,159.31324318680146,163.83666820513366,163.89687256094774,170.40240671175675,175.04238568008148,177.06017943755208,177.13581309626466,178.83861233897161,189.31889373478288,194.21995881831401,199.38759429867707,202.89042395675469,217.41989555646725,227.72795997606485,227.80055733284607,242.76122801101985,247.33994322183199,248.13156730378512,252.31647968887583,259.07270513430115,262.94604374418515,318.1303672810256,335.88610961625312,343.85612046444413,350.79040311359807,351.96802012017577,367.26998639115448,370.01589349840253,372.09635915858689,379.06557909673995,399.05250862030948
Barker_MC_00015,11.253666136646702,12.928194479318332,14.75194210370578,16.841269762730473,24.167195472404352,28.346750229392239,29.734407443921437,33.044779443575109,33.83230993761434,35.021546687398022,37.034584917964203,39.850281959973906,41.878509796907636,44.141339073973306,47.435239853819766,55.29267642475839,59.106875535693256,71.372502971349292,73.207891913069588,76.15241484048623,83.670198673672573,87.820400091021,91.295074654341818,99.182442029151233,105.90467160367854,109.82758750037507,111.32932344206041,128.72467157966426,137.02636952125593,139.13902710989376,159.44488396789444,163.39470222454901,165.73191973199835,168.51019668016338,174.96385446094249,175.72510935186847,176.67872084683145,179.32412825338881,187.22517151245756,191.78359861944082,199.81487635789532,202.0934454711585,218.91061373269673,226.8891176498866,227.88491936857761,241.93552060516382,246.64156529347034,249.66440413663736,251.94212105014668,258.89553406616125,263.59251788907699,318.36739390255019,333.74585289058268,341.94928639210349,349.88276297096928,352.10973320464302,365.90183389504534,370.46977603701498,373.7465148586889,378.03148265773319,398.89572921731673
Barker_MC_00016,11.422051039424902,12.918463299575869,14.507587687610989,17.237632707403105,23.513227669356237,27.736861551904404,29.745927393783322,33.033466214905488,33.386510664270709,35.548930688879835,36.798171921797667,38.82159982047687,41.434276629957949,44.272369873361143,47.063233393247366,55.60366662816098,58.773546860100979,71.216761458878011,73.149183306460415,77.056546109328124,83.733997030635805,87.250003513293379,90.362530945519623,100.99678845443721,106.12358214521622,110.22521266569245,111.80881246263225,128.24304500441417,137.38851686032345,138.55157579820286,161.23750706131239,162.92568517954064,165.43702153637022,171.31497163855229,173.26722870161993,176.44783420626064,178.8764120857829,179.49782814656083,192.09879755696926,192.34249208856963,198.21193960902497,202.7526803413034,216.33852331734849,228.35868423610543,228.69501677839276,242.74900762573299,247.56476773426792,249.67048366004983,252.35252979356591,260.89858877945949,265.99097208568753,317.92662466764767,334.99028793332826,340.86232766269694,350.72360421744298,352.2739423017012,367.54143267654888,369.99708884358216,374.02250095391003,379.18865852593757,400.89834265291182
Barker_MC_00017,11.314940169386514,12.707393290784383,14.80972238654566,17.426635816903982,23.422180483536295,27.914928349831051,29.876069601120257,32.845481830427858,33.677714715269708,35.680705413598062,37.303288023263129,39.948081800791755,42.320033088098462,43.592955153707074,47.389927372698175,55.127989575705364,59.346992232886649,71.680364076233076,73.261314604645946,76.582875816805924,83.108728432097607,87.359684548604335,90.912300846576571,99.626825069783834,105.89822512134845,109.73476406427277,112.99913436877932,130.86662775475213,134.78225706252221,139.25858994113594,160.17118192601421,163.78685820668656,164.56649731383175,171.22022499789583,174.5126904570817,175.50839657065782,176.87003208535899,179.1295564075061,187.80166447184115,193.10877318883598,200.48537491656225,201.81116981359565,217.41292417097654,227.46270250142652,228.48477050384102,242.05173956196228,246.67343908990568,249.81514803964794,252.08872604140893,260.84307497478017,263.99345888758825,317.69017983404461,338.13881890009151,344.62970444657503,350.52720741178609,351.72954014814337,366.31298194820647,368.56246208227395,373.84502648298798,378.5395122640814,399.32159342410102
Barker_MC_00018,11.298428453830418,12.994743833895086,14.639542290424126,17.396847277998504,24.013746552506834,28.312071686259806,30.174242297811567,32.58248738704841,34.521883514648493,35.705820088476464,37.438338311502861,38.86928225340737,40.917939773471687,43.497007929430893,47.375143519366617,55.938480326257036,59.764720927277089,71.322762974984983,72.36333171954756,76.887853208715541,83.02693172474801,87.137859236143314,91.111829371926618,98.863929762008453,106.89044934312871,109.89874589053085,112.59774121944179,129.88825291627492,136.06837245231858,139.6771861160625,159.7815543783222,163.63484988910605,165.7939124725969,169.47091213318566,174.76914469988733,175.70638080786514,177.73725624973869,178.0521068512254,187.8803726814138,192.36200936369579,199.79478598098913,202.57059454310613,217.38892299942074,225.53230167382517,228.33592247065002,243.26481648457434,247.1521463898267,249.67881893553633,251.78965337948256,259.91697506133949,265.59525653584359,317.38223676358814,334.64408840390706,342.68448328280203,349.8573926671267,351.12338291351665,366.97333907186351,368.67531984525607,372.16767605551888,378.77852206457777,399.31087389844839
Barker_MC_00019,11.387925051597962,12.783546004698064,14.758447606746586,17.213124720050111,23.528122903535358,27.934284282056911,30.004421051041525,33.330303690775892,33.909671184022244,35.425294642692194,37.284668716962997,39.075238555403516,42.263989003044607,43.157179828007912,47.76908065174284,55.503419373344016,58.684669082107369,72.034594165992331,72.561854107340736,77.506812751113159,84.072732487976765,87.015374474014592,90.40555123536565,98.733550474218276,105.11679810580584,111.1328072204424,112.09658321282251,128.87823366953279,137.24196476649752,138.13632081760613,161.20068729539074,163.44602749064342,164.98333717269585,167.83675346184958,173.02405022190118,176.81645447983743,177.86126205393353,179.48276634026524,188.73386540577405,191.62213292822113,198.28818040980937,199.73119836882969,217.37825789986454,226.22159133596315,228.90891753144746,242.3310689395008,247.08936977504877,248.62654057664452,251.37447277722441,258.4755267820259,264.07935938694879,317.37289938316411,335.78974255634813,345.39727533135914,350.76466071147325,351.41879134866741,366.75913460319316,370.57983398157205,372.60137181991217,377.65299543952671,398.72288351540254
Barker_MC_00020,11.419037106853764,12.721685168417302,14.767307740946764,17.433604158296838,23.737197769794442,28.356428396442833,29.710310515645769,32.920561683491322,33.493772344201197,35.796080605209731,37.820847759961381,40.37241018771465,40.87563018853357,43.167280913193309,47.769131125701961,55.849590735665963,58.752289444074094,71.68107670852163,72.893419861546406,77.007014400495876,83.393427119715653,86.939801677915966,89.968654920165022,100.72585882146682,106.84364971612899,108.67390313510484,112.48441414140291,129.12558771033449,134.8867233738024,138.14086807585224,161.69349988641457,163.84961148160639,164.73907575404144,169.53529079834141,172.39710330398742,177.55304447820166,178.08097449138776,179.44744717441912,190.54201001738667,193.66641967872667,198.13541935254864,202.37601131269005,218.19912813298546,225.63427376010412,228.06512682716323,242.17753994247525,246.57726199817608,249.6579189254829,251.3731116636701,258.98171960729024,265.29651190792163,317.64001567246049,338.11097655608177,342.30116824565465,350.4706365072422,352.26626384119254,366.37792829779829,369.8805563902057,372.13232202896842,377.19098027575961,399.30276033749044
Barker_MC_00021,11.286114186658425,12.908356046318131,14.461932743850781,17.145501131069388,23.903859567604364,27.64700491450667,30.259654176964219,32.57156473303457,34.020659256449591,34.87358006252218,37.035951995376422,39.162406761044224,40.889382842934893,44.081373909373511,47.591630186704087,55.652629968938804,59.396274853580458,71.691298132561215,73.169335301209898,76.803516835793616,84.739983461384142,87.082460691552541,91.217242001997462,100.53314084590187,105.16087973991586,109.49574298197548,110.22542612398532,129.56671675149096,135.54066503218141,138.28380663213269,161.09890188230841,164.00963869714019,166.25091415374646,169.80037504670747,174.74728322307354,176.81772092188649,177.94739768306414,180.01254228459601,187.87143475692022,189.26478431845479,199.34763739639877,201.14899188150176,216.67405678911689,228.25124341264097,228.39502694011497,242.00941998785854,247.22557204395383,249.86849782832587,252.25656164093806,259.55880086005158,263.79734744126023,317.50137350578291,335.19453644327541,342.98916543000917,349.71651118520032,352.30899485602077,367.70234576316898,369.31808520201628,372.67913567757176,377.82049725989299,399.20803331437713
Barker_MC_00022,11.295545461890086,12.637654128382655,14.816977189008577,17.209503244417931,23.522876167163592,27.749608004441587,30.087121060874281,33.072541488691989,34.351153291679324,35.85692205080867,37.619419105115838,39.872152856626919,41.977002448007951,43.712144601887267,47.329711268597613,55.167798740890319,59.733141140449206,71.20439509072888,72.64400023329604,76.444471161476756,84.863321102016684,86.941981208637898,90.208830036410063,99.921935050180224,105.56239303531483,110.42163703625438,111.5573540620523,128.34689919097747,135.27656511935615,139.58064664106882,161.83349657803569,163.6607058956892,164.67086912272802,168.09504368932653,172.4381071936686,176.75279737388354,176.91569640614662,178.66764564247975,187.30027207931224,190.90803944588487,200.53168562271213,201.95195792279748,216.15952064530515,227.0938609413123,228.03848567883227,242.29064968207004,246.29224148370614,249.44260802582272,252.02427060555999,258.0477574272382,263.51057741698992,317.56943936879435,333.57787349794768,342.69773817868293,349.76599055845651,350.72156902534829,367.54027424794748,370.08143152078594,373.04420052732581,378.83909172325724,400.60246577570967
Barker_MC_00023,11.352404061694845,13.036444541327926,14.475145238998779,16.821405770528205,23.518885392767345,28.04039571851721,29.616473260265767,32.721157454381554,34.303788906350462,35.251707685807524,37.94265953609289,39.574505049302125,41.456016759771032,43.441119078226592,47.291210165207289,55.379227008181154,59.217395547583806,71.757710192240069,73.102363255072731,77.364148640748724,84.711252861687896,88.019653066071683,91.377358582632326,99.616136022270965,106.65455987408511,111.17986886421595,111.65147226693284,130.03438698277412,136.35559976178857,139.88468926429428,161.12946492964295,163.73737265864182,165.75702540977471,168.34901608227918,171.8566819464881,175.7884531606793,176.98438719616883,179.08336036045804,188.42143335953875,194.17544008320684,197.14837102431503,200.2140910447398,215.59448312180555,226.8927677476874,228.82491790083571,243.35439275951714,247.70188050171168,249.45321655926571,252.10495980309568,259.63690832514493,264.50845709282441,317.93427493151262,337.12791433647641,344.62661004544816,350.19625565438804,351.49354433444501,366.64965936036515,368.65659008717074,371.91292395732506,377.67043099863719,400.10193272944133
Barker_MC_00024,11.367032293842049,12.591174871820364,14.579829044480174,17.440400711823493,24.079004556358921,27.842811879911164,30.197415786275617,32.93818398547463,33.800848067795066,35.686315101637824,37.495943391449742,39.456549042711643,42.371393801481432,44.345030109441183,47.795911622002606,55.896611612409032,58.731786185852471,71.456611819304598,73.352605085954181,76.323490972773115,82.638048937230849,86.721724182552549,91.282333693065908,100.8369998847532,106.6852270187525,108.85349838452598,111.69676553662757,129.33613087927827,137.30723562975521,138.36116397644867,161.75922340954989,164.91308037288411,165.65079457775747,170.94121901404014,174.97526230806352,177.08110636637764,177.82983785415192,177.99955411759848,189.20588031817732,191.55617443412001,199.64840843269283,200.3948456965912,216.32331566961528,226.50385642655013,227.96946975508246,242.05218731136435,247.00009845565461,248.8286180326543,251.43070695617223,258.42694086671952,265.57908353536533,318.12216332536576,337.66505548314547,342.9970443990079,350.34519133586792,352.3015543058051,365.81353835267788,369.30436635956761,373.30461905867236,377.89595406869103,398.72082521452188
