realization_id,age_ka_bp__GS-1,age_ka_bp__GI-1,age_ka_bp__GS-2.1,age_ka_bp__GI-2.1,age_ka_bp__GS-2.2,age_ka_bp__GI-2.2,age_ka_bp__GS-3,age_ka_bp__GI-3,age_ka_bp__GS-4,age_ka_bp__GI-4,age_ka_bp__GS-5.1,age_ka_bp__GI-5.1,age_ka_bp__GS-5.2,age_ka_bp__GI-5.2,age_ka_bp__GS-6,age_ka_bp__GI-6,age_ka_bp__GS-7,age_ka_bp__GI-7,age_ka_bp__GS-8,age_ka_bp__GI-8,age_ka_bp__GS-9,age_ka_bp__GI-9,age_ka_bp__GS-10,age_ka_bp__GI-10,age_ka_bp__GS-11,age_ka_bp__GI-11,age_ka_bp__GS-12,age_ka_bp__GI-12,age_ka_bp__GS-13,age_ka_bp__GI-13,age_ka_bp__GS-14,age_ka_bp__GI-14,age_ka_bp__GS-15.1,age_ka_bp__GI-15.1,age_ka_bp__GS-15.2,age_ka_bp__GI-15.2,age_ka_bp__GS-16.1,age_ka_bp__GI-16.1,age_ka_bp__GS-16.2,age_ka_bp__GI-16.2,age_ka_bp__GS-17.1,age_ka_bp__GI-17.1,age_ka_bp__GS-17.2,age_ka_bp__GI-17.2,age_ka_bp__GS-18,age_ka_bp__GI-18,age_ka_bp__GS-19.1,age_ka_bp__GI-19.1,age_ka_bp__GS-19.2,age_ka_bp__GI-19.2,age_ka_bp__GS-20,age_ka_bp__GI-20,age_ka_bp__GS-21.1,age_ka_bp__GI-21.1,age_ka_bp__GS-21.2,age_ka_bp__GI-21.2,age_ka_bp__GS-22,age_ka_bp__GI-22,age_ka_bp__GS-23.1,age_ka_bp__GI-23.1,age_ka_bp__GS-23.2,age_ka_bp__GI-23.2,age_ka_bp__GS-24.1,age_ka_bp__GI-24.1,age_ka_bp__GS-24.2,age_ka_bp__GI-24.2,age_ka_bp__GS-25,age_ka_bp__GI-25,age_ka_bp__GS-26
NGRIP_02498,12.834210,14.643552,23.119124,23.228698,23.488978,23.559949,27.633386,27.927495,28.737163,29.026857,30.678632,30.976529,32.045084,32.492978,33.277668,33.675624,34.662414,35.420115,36.668584,38.434907,40.291388,40.536688,41.148944,41.857462,42.615965,43.693159,44.641945,47.330012,48.983123,49.832935,50.304661,55.123522,55.837259,55.901401,56.347678,56.789005,57.553423,59.209621,59.327007,59.460321,59.709353,60.320585,60.586294,60.729484,65.410881,65.724363,71.099015,71.223935,71.567912,73.543218,74.956887,76.908555,77.946231,84.904941,85.081815,85.217298,87.530387,89.757107,89.783802,102.164953,102.626885,102.771163,103.692745,104.796341,104.970036,106.199964,108.384425,113.637968,116.882207
NGRIP_02499,13.038837,14.910818,22.519714,22.642694,22.754872,22.910163,26.887706,27.176780,27.964695,28.283214,29.998843,30.288048,31.620812,31.978612,32.886482,33.295286,34.374991,35.134237,36.375306,38.147085,39.862893,40.196241,40.881713,41.558241,42.343436,43.440394,44.337883,47.058981,48.623361,49.502683,49.784280,53.948895,54.633245,54.746598,55.088624,55.441832,56.085230,57.563198,57.641662,57.730163,58.039694,58.503078,58.680602,58.820199,63.505587,63.832139,68.497397,68.709759,69.130293,71.102093,72.620487,74.709959,75.972600,82.605389,82.827152,82.931294,85.230359,87.559556,87.605109,101.642256,101.974594,102.060391,102.902144,103.946344,104.042506,105.197710,107.208824,112.012558,115.666604
NGRIP_02500,13.004228,14.836956,23.292826,23.361498,23.588736,23.689563,28.339846,28.536510,29.406055,29.772242,31.535592,31.798778,32.946656,33.419275,34.306385,34.641184,35.647249,36.380710,37.673049,39.601883,41.640578,41.792972,42.385640,43.033183,43.715056,44.833962,45.717312,48.408429,50.099806,51.059209,51.523807,56.545038,57.282729,57.410422,57.840985,58.274471,59.064959,60.664624,60.823007,60.962856,61.207619,61.765269,62.058406,62.223304,65.585175,65.723652,70.775035,71.010489,71.657528,73.770963,75.578529,77.771357,78.976643,84.894079,85.076990,85.167401,87.524889,89.863688,89.928331,105.728164,106.037961,106.183141,107.073671,108.527341,108.673047,110.286551,112.948242,117.631703,121.026914
NGRIP_02501,12.876378,14.711955,22.797621,22.921923,23.141417,23.251270,27.634228,27.957260,28.820995,29.137524,30.883984,31.189852,32.443400,32.877559,33.691506,34.106600,35.196295,35.905195,37.075911,38.953008,40.803421,41.083520,41.757425,42.519341,43.337430,44.592284,45.649044,48.036625,49.169129,50.089954,50.380690,54.467764,55.039870,55.114506,55.513481,55.902569,56.570009,58.072352,58.196184,58.289866,58.526621,59.092890,59.239978,59.404241,63.323357,63.530254,68.779208,69.019789,69.949900,71.638826,73.324074,75.681536,76.877364,83.560247,83.724817,83.803299,85.815065,87.686440,87.769732,102.274718,102.647959,102.744715,103.695942,105.223519,105.344075,106.897549,109.289637,113.104787,117.505350
NGRIP_02502,12.852551,14.650515,23.027010,23.126150,23.338799,23.441119,27.798074,28.001322,28.811834,29.106372,30.671928,31.056599,32.173234,32.598403,33.451051,33.794417,34.793187,35.439696,36.377568,37.813968,39.388204,39.641206,40.176848,40.952596,41.748773,42.909695,43.840902,46.389249,47.950344,48.775246,49.193684,53.843002,54.549404,54.616093,54.941787,55.265586,55.779049,57.054642,57.128565,57.195809,57.475421,57.825680,57.988739,58.177098,62.518314,62.751031,67.642686,67.862723,68.601708,70.382898,72.092996,74.138668,75.304402,83.046875,83.300166,83.375306,86.297795,89.034716,89.112466,102.089399,102.432085,102.600559,103.574262,105.011337,105.203903,106.745146,109.192193,113.577919,117.707289
NGRIP_02503,12.794982,14.563396,22.783035,22.893760,23.117989,23.239384,27.210784,27.454199,28.226617,28.501978,30.166689,30.463425,31.533505,32.011530,32.857549,33.185626,34.217576,34.918634,36.054248,37.702782,39.353100,39.652211,40.271971,40.986643,41.815763,42.956788,43.950678,46.118776,47.134756,48.012630,48.235569,52.523187,53.164647,53.263874,53.646796,54.060542,54.802445,56.402835,56.500163,56.639672,56.919473,57.447383,57.625398,57.853594,62.165963,62.463051,67.666178,67.911326,68.800927,70.727503,72.514735,74.826943,75.914562,82.797245,82.998256,83.097741,85.313634,87.488920,87.548383,99.880582,100.140308,100.247897,101.151832,102.641073,102.815728,104.478917,107.093982,112.335457,117.208101
NGRIP_02504,12.849502,14.611833,22.253144,22.323717,22.522510,22.636643,26.586995,26.827374,27.630618,27.915941,29.677902,29.841893,31.000235,31.577928,32.561713,32.861998,33.897017,34.688301,35.791509,37.535993,39.250765,39.538605,40.054823,40.720678,41.537077,42.476480,43.407929,45.735861,47.139444,48.050757,48.143948,53.753077,54.528812,54.656535,54.965661,55.286439,55.844952,57.028097,57.104725,57.222366,57.415283,57.819499,57.982125,58.083502,62.449808,62.754753,68.847112,69.046684,69.600144,72.134893,74.119752,76.468150,77.764694,84.750084,84.974634,85.091906,87.885899,90.512422,90.584856,102.347022,102.698128,102.845962,103.993341,105.824488,105.964930,107.973875,111.125653,115.927058,119.059483
NGRIP_02505,12.820644,14.632515,22.602100,22.684596,22.856587,22.990252,27.030840,27.304451,28.045394,28.402461,30.051431,30.268756,31.405182,31.822966,32.511460,32.960129,33.900014,34.661760,35.770151,37.442941,39.145679,39.381767,40.067046,40.536513,41.247805,42.213326,43.073949,45.900285,47.751765,48.810838,49.164858,53.566089,54.195832,54.308932,54.762532,55.173999,55.881883,57.503306,57.609058,57.711140,58.027335,58.564952,58.782887,58.963191,63.553197,63.837947,69.382927,69.556645,70.512067,72.076788,73.702498,76.103189,77.740588,85.308580,85.581622,85.653505,88.161137,90.531768,90.576172,104.703806,105.069575,105.229457,106.282391,107.788927,107.922817,109.524492,112.024890,115.996067,120.211895
NGRIP_02506,12.949358,14.778643,23.181663,23.314782,23.564105,23.664256,27.929774,28.098425,28.900322,29.183188,30.844873,31.075356,32.385756,32.810813,33.666404,34.085505,35.069332,35.843881,37.059632,38.582844,40.277092,40.495847,41.136430,41.852334,42.718435,43.819980,44.851776,47.236528,48.551181,49.422705,49.555601,53.511948,54.038013,54.106336,54.514485,54.975575,55.659654,57.314706,57.395206,57.565134,57.889106,58.389018,58.593387,58.725355,63.486385,63.775439,69.129856,69.446852,70.122129,72.183084,73.898586,76.115548,77.209271,84.173304,84.374949,84.494928,86.459974,88.405259,88.450190,101.022547,101.285559,101.375169,102.049984,103.175852,103.355190,104.489129,106.399330,110.747571,114.796480
NGRIP_02507,12.881116,14.685078,22.887662,23.014158,23.223969,23.350680,27.618410,27.856152,28.703468,29.037141,30.704086,30.929667,31.927156,32.355261,33.142463,33.413065,34.283355,34.989718,36.181144,37.947761,39.634476,39.997563,40.447291,41.101033,41.748950,42.732532,43.499448,45.807072,47.178608,47.965104,48.137353,52.877697,53.563263,53.645835,54.044414,54.417247,55.070996,56.456252,56.519311,56.625196,56.929041,57.413953,57.615008,57.728186,62.014721,62.286145,67.606090,67.754117,68.397551,70.456350,72.146143,74.597000,76.212694,83.821629,84.038891,84.126360,86.275403,88.515110,88.528719,100.686948,100.971458,101.026458,101.921529,103.337287,103.594432,105.134126,107.880316,113.431126,116.522380
NGRIP_02508,12.922768,14.735287,22.885575,23.034740,23.212835,23.329402,27.680789,28.066070,28.893152,29.253585,31.077289,31.098126,32.225113,32.692893,33.451328,33.798794,34.729951,35.493200,36.759666,38.549377,40.408363,40.659385,41.330729,42.024124,42.740457,43.860123,44.898377,47.381883,48.856893,49.766504,50.135093,54.266499,54.896282,54.925811,55.296426,55.639452,56.284964,57.533638,57.639326,57.767098,58.005385,58.447657,58.622147,58.704849,62.402369,62.659596,67.247393,67.428034,67.895016,70.027527,71.833619,74.328828,75.791929,82.527514,82.642631,82.779293,85.497722,88.104882,88.251168,101.098070,101.469646,101.619008,102.563830,103.899803,103.976649,105.256877,107.609622,112.735046,117.056918
NGRIP_02509,12.788822,14.524381,22.712644,22.828606,23.034164,23.151905,27.440734,27.671309,28.473843,28.788182,30.583668,30.806824,31.970228,32.416365,33.359922,33.706890,34.640120,35.464806,36.675705,38.416554,40.172557,40.525779,41.085758,41.744556,42.460940,43.576233,44.417516,46.887938,48.423249,49.109956,49.392346,53.743956,54.435317,54.499607,55.002495,55.499730,56.346121,58.289187,58.466897,58.613708,58.969216,59.597313,59.867596,60.068125,65.518966,65.864498,71.219892,71.434971,72.129870,74.463105,76.508656,78.942522,80.288552,87.449835,87.672892,87.750100,90.508153,93.290964,93.360339,106.862699,107.050311,107.095281,107.862760,109.046328,109.125538,110.490572,112.662367,117.339669,121.951296
NGRIP_02510,12.762582,14.535325,22.441431,22.514318,22.722961,22.867271,27.279272,27.523702,28.436143,28.728024,30.512580,30.669211,31.942474,32.303746,33.096810,33.491462,34.460779,35.249911,36.516405,38.423636,40.442918,40.656462,41.171815,41.703627,42.319972,43.213840,43.991815,46.447676,47.989028,48.927555,49.235913,53.967724,54.674081,54.751346,55.037506,55.368831,55.921063,57.063539,57.162872,57.283926,57.513438,57.807027,58.030066,58.097835,62.079864,62.380459,67.422668,67.647739,68.280812,70.155342,71.623845,74.066666,75.452455,83.077185,83.317228,83.426839,85.810031,88.099382,88.171399,101.669941,102.015375,102.152440,103.086831,104.294732,104.537814,105.828361,108.222630,113.273250,117.287028
NGRIP_02511,12.911287,14.711270,22.960174,23.067952,23.266196,23.397349,27.680843,27.975422,28.815919,29.112313,30.904915,31.192607,32.268071,32.793784,33.702994,34.087845,35.103026,35.950460,37.076856,38.793726,40.585922,40.875902,41.471273,42.033543,42.860372,43.730398,44.535571,47.030707,48.574043,49.417769,49.912396,54.051848,54.648461,54.755585,55.169525,55.649837,56.293696,58.088725,58.211926,58.305477,58.677301,59.183459,59.400953,59.601707,64.291158,64.569841,70.198106,70.410246,70.966926,72.985836,74.612609,76.694378,77.851603,84.136895,84.320209,84.404161,87.257270,89.969225,90.010313,102.837900,103.168739,103.298921,104.212181,105.550701,105.725949,107.133005,109.505595,114.266794,118.460770
NGRIP_02512,12.779307,14.541718,22.950591,23.096836,23.326315,23.460426,27.670404,27.885800,28.697718,28.978854,30.609227,30.855100,32.187966,32.615324,33.469621,33.886042,34.898676,35.650262,36.761513,38.491355,40.246035,40.506688,41.179982,41.804542,42.512651,43.706221,44.687291,47.233124,48.774719,49.616241,49.881627,54.575081,55.222184,55.358519,55.825885,56.272623,57.024379,58.885086,59.002085,59.103184,59.446214,60.075410,60.286212,60.474335,65.463235,65.738630,70.797249,71.036089,71.795420,73.347702,74.652332,77.080840,78.794306,86.544045,86.771442,86.853980,89.816005,92.619751,92.680350,108.479296,108.901370,109.016664,109.906576,110.852844,110.985245,111.977788,113.939943,118.652724,123.484072
NGRIP_02513,12.749907,14.521438,22.174221,22.192318,22.435006,22.566008,26.829474,27.120935,28.029340,28.330671,29.948985,30.267312,31.267875,31.715614,32.463299,32.849470,33.802037,34.415829,35.473600,37.172679,38.694158,39.011571,39.663961,40.386333,41.228949,42.336162,43.249168,45.615629,46.801472,47.639501,48.034669,52.456809,53.177486,53.256654,53.655645,54.072883,54.673689,56.300343,56.408835,56.549611,56.828396,57.374943,57.601540,57.756656,62.328417,62.554596,68.326649,68.620101,69.453429,70.659058,71.898580,73.859407,75.164677,82.561391,82.781420,82.900486,85.498008,87.885328,87.959000,103.993477,104.466795,104.667802,105.846532,107.522858,107.699627,109.486386,112.192300,116.819777,121.024564
NGRIP_02514,12.957941,14.766938,22.483473,22.632251,22.790310,22.904561,26.954195,27.182252,27.919316,28.252483,29.821706,30.118594,31.177100,31.559513,32.384824,32.660198,33.546773,34.328742,35.435751,37.306807,39.087997,39.403025,40.150385,40.672341,41.407852,42.483155,43.305691,45.727149,47.184269,47.991662,48.310692,52.842842,53.538406,53.632443,53.990134,54.433471,55.077291,56.511273,56.592441,56.729049,57.020547,57.469240,57.706214,57.835435,63.223776,63.539144,69.158249,69.279527,69.820301,71.770359,73.418324,76.014917,77.758724,85.118727,85.307346,85.404529,87.961335,90.563097,90.730782,103.449273,103.801682,103.926925,104.776531,106.320315,106.469277,107.985633,110.610417,116.534879,120.730843
NGRIP_02515,12.758485,14.516477,22.717836,22.782853,23.026535,23.088324,27.198550,27.450493,28.310186,28.567683,30.316872,30.569192,31.813931,32.269474,33.157973,33.523432,34.608342,35.311189,36.538580,38.227242,40.066009,40.266728,40.945813,41.613218,42.508921,43.619092,44.503091,47.151137,48.583291,49.516206,49.726228,54.707938,55.480142,55.526693,55.930521,56.303297,56.953648,58.471940,58.581143,58.645992,58.927367,59.488074,59.616408,59.788404,63.300056,63.454702,68.261434,68.504862,69.310685,71.351461,73.221607,75.587843,76.869886,83.977058,84.211626,84.317395,87.084628,89.672499,89.868848,106.723409,107.048876,107.222445,108.186568,109.514041,109.768056,111.094090,113.737408,119.546632,122.802099
NGRIP_02516,12.808787,14.588344,22.682704,22.803764,23.004178,23.120001,27.291279,27.605261,28.514228,28.798105,30.567242,30.740488,31.979400,32.547809,33.416168,33.771891,34.905921,35.647700,36.851678,38.613324,40.419078,40.647174,41.341416,42.037665,42.813813,43.949839,44.816402,47.657519,49.292184,50.294071,50.694754,55.399896,56.118853,56.248911,56.724472,57.195558,58.017864,59.908922,60.020995,60.142776,60.604747,61.145714,61.430452,61.617366,66.603063,66.893213,71.226058,71.413507,72.024933,74.515932,76.417970,78.964514,80.053992,86.744628,86.936512,87.006291,89.829121,92.555127,92.627196,107.277466,107.658782,107.795421,108.827234,110.284766,110.516000,112.067776,114.722373,119.675034,123.008723
NGRIP_02517,12.779945,14.562789,22.857476,22.997861,23.195538,23.318300,27.773132,27.983689,28.868476,29.151745,31.000168,31.222337,32.581120,33.056203,34.027340,34.467584,35.522583,36.401118,37.651323,39.512440,41.510304,41.705476,42.457770,43.313401,44.333708,45.638517,46.816992,49.866806,51.663892,52.649140,53.013151,58.118023,58.893786,59.065110,59.419202,59.891512,60.651648,62.286077,62.432255,62.568254,62.886565,63.420863,63.656071,63.772439,68.138515,68.421386,73.362273,73.495874,74.404644,76.458153,78.401011,81.365147,83.044038,90.830551,91.041514,91.160483,94.118852,96.740361,96.898483,110.693356,111.144282,111.334745,112.253516,112.985244,113.104040,113.958172,115.577165,119.811091,123.008687
NGRIP_02518,12.929683,14.766757,22.649898,22.791532,22.996111,23.038780,27.162799,27.366721,28.148036,28.488660,30.039550,30.289710,31.287273,31.593847,32.302364,32.603754,33.346948,34.185548,35.366716,37.266003,39.164205,39.427089,40.127384,40.706461,41.624934,42.625350,43.643068,46.296234,48.018304,48.860386,49.279646,52.963161,53.527122,53.570592,53.986064,54.404182,55.198181,56.829860,56.957531,57.116188,57.456023,57.961630,58.200079,58.360686,63.551521,63.896858,69.969201,70.147408,71.042223,73.276753,75.311120,77.688857,79.032805,85.677560,85.841844,85.957423,88.454238,90.771665,90.792317,105.945662,106.320047,106.475595,107.276869,108.291380,108.369427,109.464952,111.318000,116.052933,119.315690
NGRIP_02519,12.846210,14.645319,22.941735,23.024059,23.232176,23.338492,27.529640,27.830568,28.607900,28.896358,30.606799,30.971721,32.309339,32.807286,33.763999,34.170697,35.270560,36.064848,37.198838,38.678185,40.251289,40.490057,41.079736,41.649956,42.421770,43.429331,44.342523,47.054178,48.625918,49.772179,50.081057,54.129149,54.730535,54.811273,55.282087,55.702775,56.442796,58.081941,58.243131,58.359247,58.707874,59.210004,59.429788,59.641406,63.629381,63.861761,69.051337,69.298427,70.029059,72.382629,74.366582,76.889548,78.289469,84.989961,85.179355,85.252545,87.100337,88.868580,89.056606,102.012077,102.332268,102.531081,103.279162,104.352838,104.425030,105.432938,107.366760,112.086498,116.293970
NGRIP_02520,12.892251,14.688131,23.075380,23.191945,23.381660,23.544276,27.680716,27.911939,28.704343,28.972778,30.570005,30.853419,32.224033,32.702486,33.621361,34.047695,35.152759,35.834056,36.878542,38.397094,39.955032,40.164834,40.775171,41.502811,42.290984,43.344816,44.274466,46.815685,48.278457,49.072062,49.417511,54.639230,55.457151,55.553691,55.966302,56.427485,57.078501,58.856597,58.971539,59.089177,59.385309,59.942019,60.205528,60.340932,65.335734,65.645014,71.424862,71.598053,72.498268,75.197446,77.612055,80.238936,81.654704,88.545803,88.700110,88.847099,90.818018,92.824153,92.975333,106.820535,107.222689,107.420091,108.350115,109.600944,109.726668,111.024542,113.251857,118.192595,121.702914
NGRIP_02521,12.823082,14.605616,22.667671,22.778727,23.015688,23.112923,27.349480,27.636573,28.494156,28.769895,30.500792,30.739951,32.145006,32.579517,33.457739,33.915039,35.013726,35.714415,36.836882,38.627103,40.300454,40.665588,41.290637,41.956279,42.704103,43.920771,44.841072,47.707940,49.372129,50.369965,50.768311,54.877107,55.511592,55.541246,55.864513,56.055313,56.494779,57.488810,57.576804,57.681052,57.835306,58.164136,58.313033,58.379539,63.277083,63.628274,68.540816,68.657416,69.304063,71.491090,73.298442,75.688603,76.994613,83.925278,84.142158,84.238958,87.228429,90.096457,90.160571,101.451392,101.751275,101.818514,102.611149,103.884155,104.051056,105.334944,107.781907,113.523057,118.257791
NGRIP_02522,12.829417,14.624813,22.779651,22.888019,23.063156,23.183823,27.164820,27.416861,28.190606,28.475549,29.930834,30.184372,31.170665,31.638360,32.288797,32.709657,33.515434,34.293612,35.332390,37.053711,38.728504,39.062620,39.739289,40.345540,41.157650,42.212553,43.153507,45.653641,47.004791,48.082795,48.444099,52.554312,53.145454,53.229514,53.622250,54.001876,54.731312,56.311803,56.464450,56.580098,56.861191,57.408110,57.652063,57.787680,61.687497,61.877626,66.915798,67.098423,67.725100,70.233056,72.304375,74.584009,75.747680,82.018746,82.225013,82.312042,84.330044,86.458605,86.551630,100.744731,101.049481,101.171984,102.134320,103.652440,103.823478,105.362518,107.940849,113.230609,116.684678
NGRIP_02523,12.883519,14.677976,22.856874,22.979792,23.168766,23.297300,27.205973,27.461743,28.184412,28.518590,30.062808,30.313351,31.694271,32.114179,33.061870,33.453458,34.498755,35.291320,36.664222,38.493727,40.435302,40.731999,41.365750,42.015459,42.845761,43.857771,44.857713,47.502402,49.233130,50.110593,50.424277,55.529132,56.235768,56.363480,56.700037,57.140574,57.744361,59.290542,59.354524,59.512301,59.825974,60.276668,60.490505,60.620453,63.457431,63.679663,68.194825,68.460094,69.238870,70.739808,72.315794,74.427019,75.619493,82.712190,82.919845,83.019426,85.729322,88.494524,88.600803,102.584812,102.913135,103.082002,104.119813,105.821927,105.942572,107.764170,110.554830,114.646186,117.725217
NGRIP_02524,12.640003,14.368201,22.635103,22.733476,22.940689,23.089189,27.463757,27.731024,28.543527,28.873432,30.471794,30.717444,31.877420,32.331358,33.133708,33.448588,34.389150,35.143352,36.288354,37.879189,39.517811,39.820894,40.447042,40.972619,41.729567,42.752361,43.694682,46.163389,47.688214,48.548619,49.031438,53.373339,54.020179,54.122155,54.524725,54.971471,55.821014,57.399165,57.564271,57.683397,58.080115,58.601556,58.839501,58.950397,63.128435,63.370380,68.520855,68.667803,69.290886,71.869149,73.941425,76.248683,77.431116,84.256325,84.468568,84.554943,86.861113,89.202686,89.261152,102.652089,103.146610,103.322535,104.460237,105.943890,106.168026,107.710425,110.330965,115.132857,118.937273
NGRIP_02525,12.680096,14.409001,22.497224,22.570864,22.755061,22.933040,26.965065,27.310840,28.073753,28.351587,29.983392,30.253829,31.437490,31.875546,32.711749,33.138577,34.169569,34.852106,35.853625,37.325473,38.682298,39.108148,39.812129,40.526783,41.338590,42.525976,43.473688,46.098217,47.600660,48.452223,48.829308,52.532902,53.127089,53.180731,53.606955,54.038386,54.793192,56.506896,56.582722,56.716738,56.997820,57.583079,57.822516,57.921284,62.811698,63.072612,68.020493,68.260108,68.950051,70.882382,72.587800,74.693406,75.868754,83.445013,83.712126,83.814429,86.380848,88.758248,88.894572,101.988233,102.291534,102.419939,103.340104,104.752674,104.907685,106.385802,108.807131,113.558333,117.164260
NGRIP_02526,12.901893,14.688437,22.958958,23.052267,23.259863,23.407502,27.307792,27.519411,28.205294,28.472721,29.976215,30.313640,31.520776,31.933875,32.745142,33.202456,34.241991,34.950280,36.002176,37.519737,39.103051,39.321274,39.936217,40.562823,41.343275,42.338110,43.389271,45.775647,47.065786,48.134554,48.347540,53.260040,54.001227,54.095355,54.559646,55.009288,55.773109,57.600282,57.719627,57.905948,58.226642,58.789478,59.073569,59.222022,63.221301,63.457486,68.769471,68.973086,69.391016,71.725683,73.546976,75.765301,76.901029,83.429767,83.609265,83.719936,85.783532,87.804142,87.845354,103.069207,103.415529,103.556969,104.492126,105.840301,106.016402,107.332477,109.772646,114.808531,118.438563
NGRIP_02527,12.797421,14.568181,22.606842,22.732797,22.927771,23.019354,27.224298,27.336179,28.135651,28.379224,30.010292,30.202875,31.330845,31.658886,32.403366,32.811238,33.655509,34.432213,35.454369,37.117008,38.742065,39.040735,39.776233,40.426124,41.288516,42.492054,43.556620,46.122103,47.500190,48.379151,48.690858,53.713002,54.476999,54.562260,55.012283,55.477606,56.255963,57.990067,58.173808,58.237274,58.552607,59.130395,59.384832,59.522236,64.627167,64.924204,70.133201,70.374855,71.321178,72.722874,74.160142,76.023157,77.120749,82.982705,83.058925,83.208990,85.886444,88.534829,88.661278,103.385586,103.739591,103.863572,104.785636,105.864743,106.052566,107.340836,109.622574,115.314461,118.818968
NGRIP_02528,12.961660,14.807932,22.910969,23.049337,23.264081,23.364854,27.568243,27.756487,28.587376,28.874212,30.519010,30.770826,32.023932,32.455880,33.267461,33.681679,34.722670,35.492245,36.626349,38.222595,39.917945,40.175805,40.825891,41.469339,42.221588,43.289554,44.162420,46.829028,48.167378,49.302674,49.712247,54.709513,55.453318,55.554970,55.958465,56.369251,57.095379,58.628058,58.717007,58.830252,59.208954,59.674767,59.870570,60.012849,64.434266,64.718074,69.193251,69.350664,69.804069,71.917704,73.545287,76.008425,77.502722,84.123371,84.259291,84.364339,86.861848,89.303757,89.342743,104.550872,104.913729,105.084081,105.988437,107.125665,107.188779,108.404871,110.549193,115.751244,119.444337
NGRIP_02529,12.838427,14.634862,22.839723,22.959947,23.112073,23.269577,27.191730,27.495066,28.258672,28.534547,30.172805,30.285564,31.275534,31.706701,32.439924,32.724138,33.563206,34.184674,35.033474,36.387404,37.693960,38.037320,38.643090,39.407142,40.140902,41.339644,42.258287,44.755215,46.087423,46.956088,47.211430,52.276885,53.054422,53.128196,53.506317,53.927826,54.638922,56.224309,56.336278,56.422073,56.748820,57.258769,57.515477,57.643337,62.527842,62.768045,68.407301,68.669763,70.163144,71.755274,73.723776,76.183314,77.401296,84.725157,84.922966,85.017502,87.386121,89.576383,89.610362,102.856242,103.227226,103.362623,104.339896,105.646030,105.799805,107.225942,109.635264,114.684763,119.196573
NGRIP_02530,12.914946,14.743393,22.830156,22.907015,23.143492,23.280380,27.696202,27.903323,28.744716,29.025803,30.817396,30.978962,32.157474,32.572915,33.413673,33.756507,34.730027,35.343514,36.284959,37.604847,39.111646,39.305212,39.915919,40.640606,41.354935,42.530242,43.441632,45.958076,47.341356,48.232143,48.517073,53.679751,54.458050,54.600166,55.006360,55.431627,56.220732,57.672141,57.808941,57.956702,58.269922,58.743159,58.978329,59.105559,63.557221,63.851572,69.058641,69.334452,69.858815,72.141920,74.175465,76.772014,78.000102,84.904448,85.064625,85.183422,88.314692,91.313655,91.469561,106.077053,106.479817,106.624682,107.726116,109.210755,109.389101,111.030021,113.625680,117.501233,121.040284
NGRIP_02531,12.837222,14.641411,22.735249,22.816558,23.025494,23.171802,27.776381,28.019470,29.019673,29.355321,31.258836,31.475811,32.687267,33.092081,34.013267,34.324500,35.337688,36.055510,37.117166,38.833253,40.561224,40.724316,41.330574,41.937708,42.615491,43.610916,44.431717,46.849196,48.222253,49.177270,49.477943,53.575170,54.191916,54.292387,54.699646,55.104880,55.803765,57.398177,57.557526,57.653449,57.962550,58.449002,58.712755,58.842446,63.540255,63.817727,68.699824,68.965063,69.613859,71.381026,72.860189,75.477470,76.931924,84.502459,84.695708,84.811047,87.121063,89.449179,89.566332,103.668042,104.093788,104.267690,105.380247,106.699367,106.884405,108.247170,110.658029,115.262601,119.159897
NGRIP_02532,12.896192,14.720406,22.980658,23.154215,23.308961,23.423854,27.494466,27.741671,28.541859,28.807919,30.356017,30.625640,31.537374,31.943764,32.665351,32.978894,33.785631,34.503649,35.511050,37.171358,38.795571,39.042357,39.713975,40.337737,41.032338,42.194971,43.082018,45.497869,46.674628,47.705514,47.988147,51.563903,52.130684,52.222781,52.585778,53.007768,53.708121,55.163295,55.273436,55.384173,55.587534,56.208127,56.384081,56.512332,60.215993,60.445604,66.322191,66.595440,67.376970,69.924033,72.020887,74.647709,75.876187,81.655743,81.810903,81.879362,84.374463,86.888316,86.895219,100.360095,100.718921,100.925415,101.844661,102.936341,103.170863,104.400872,106.638515,111.651216,115.567176
NGRIP_02533,12.884105,14.702216,22.465248,22.598643,22.799121,22.911477,27.232455,27.357637,28.231268,28.534386,30.253044,30.501880,31.681459,32.062669,32.883495,33.244805,34.180731,34.919402,35.989686,37.644396,39.345161,39.623650,40.355141,41.087498,42.017411,43.153809,44.210020,46.694548,48.102832,48.968850,49.183294,53.689058,54.412908,54.481056,54.970950,55.358635,56.119355,57.877961,58.001481,58.147653,58.431218,59.035818,59.287878,59.457779,63.224123,63.435203,69.098307,69.336046,69.563405,71.701146,73.171663,75.513779,77.021298,84.720446,84.941290,85.067454,87.917927,90.636451,90.781541,105.441472,105.860190,105.977110,107.024889,108.534400,108.717789,110.390745,112.909993,116.431181,119.480357
